id,parentId,priority,title
4801,48,1,Стандарт ISO/IEC12207
4802,48,2,Зв’язок стандарту ISO/IEC1207 з ядром знань SWEBOCK
4802,48,3,Конструювання і тестування ПЗ
4804,48,4,Супроводження ПЗ
4805,48,5,Методи і засоби інженерії ПЗ
4806,48,6,Якість ПЗ.
4807,48,7,Метод критичного путі СРМ
4808,48,8,Метод аналізу і оцінки PERT
4809,48,9,Планування проекту.
4810,48,10,Методи управління рисками.
4811,48,11,Управління конфігурацією програмної системи.
4812,48,12,Каскадна модель ЖЦ
4813,48,13,Інкрементна модель ЖЦ
4814,48,14,Спіральна та еволюційна моделі ЖЦ
4815,48,15,Структурний підхід
4816,48,16,Об’єктно-орієнтований метод програмування
4817,48,17,Метод моделювання UML.
4818,48,18,Компонентний підхід до програмування.
4901,49,1,JavaFX Script 
4902,49,2,JavaFX Mobile
4903,49,3,Бібліотека javaFX
4904,49,4,Потоковий ввід-вивід
4905,49,5,Байтові потокові класи
4906,49,6,Символьні потокові класи
5001,50,1,Історія та розвиток ОС. Класифікація ОС. Огляд сучасних ОС.
5002,50,2,Рівні привілеїв центрального процесора. Режим виконання ядра та користувача. Умови переходу в режим виконання ядра з режиму користувача.
5003,50,3,Обробка переривань. Системні виклики. Методи передачі аргументів системним викликам. Блокуючи та швидкі системні виклики. Бінарна сумісність ОС.
5004,50,4,Контекст процесу. Добровільне та примусове переключення контекстів процесів.
5005,50,5,"Сигнали. Синхронні та асинхронні сигнали у відношенні до процесу. Ігнорування, блокування, обробка сигналів."
5006,50,6,Поняття ресурсу системи. Діаграма станів процесу. Активні та сплячі процеси. Поняття завантаженості системи. Пріоритети процесів.
5007,50,7,Порівняння однопотокових та багатопотокових систем. Стандарти написання багатопотокових програм.
5008,50,8,Підтримка багатопотокових процесів користувачів в однопотоковому ядрі ОС. Режим роботи 1:N.
5009,50,9,Підтримка багатопотокових процесів користувачів в багатопотоковому ядрі. Режими роботи 1:1. Активація планувальника (режим роботи M:N).
5010,50,10,"Визначення файлової системи. Семантика файлової системи. Підтримка файлових систем в перших ОС. Драйвер файлової системи в ядрі, та драйвер файлової систем в процесі користувача."
5011,50,11,Віртуальна файлова система. Об’єктно орієнтований підхід до підтримки файлових систем. Монтування та демонтування файлової системи. Кеш імен файлів. Буферний кеш файлових систем.
5012,50,12,Локальні файлові системи. Віддалені файлові системи. Синтетичні файлові системи. Стек файлових систем. Приклади синтетичних та стекових файлових систем. Приклади віддалених файлових систем.
5013,50,13,"Вимоги до сучасних локальних файлових систем. Знімки та клони файлових систем. Побудова дзеркал, об’єднань та масивів у файлових системах."
5014,50,14,Управління пам’яттю в перших ОС. Визначення адресного простору процесу. Технологія оверлей.
5015,50,15,Віртуальна пам’ять. Фізичні та віртуальні сторінки. Таблиці перетворення адресів. Буфер швидкого перетворення адресів.
5016,50,16,Атрибути віртуальних сторінок. Моделювання атрибутів сторінок що не підтримуються апаратурою. Алгоритми заміни сторінок віртуальної пам’яті. Великі сторінки. Сутність та алгоритми підтримки великих сторінок.
5017,50,17,Пам’ять що розділяється декількома локальними процесами. Пам’ять що розділяється декількома віддаленими процесами.
5018,50,18,Оптимізація “копіювання при записі”. Стратегії гарантування наявності пам’яті в ОС.
5101,51,1,Вступ до психології. Методи психології .
5102,51,2,Розвиток психіки.
5103,51,3,Пізнавальні процеси. Відчуття.
5104,51,4,Пізнавальні процеси. Пам’ять. Уява.
5105,51,5,Пізнавальні процеси. Мислення. Увага
5106,51,6,Емоційно- вольові процеси
5107,51,7,Психологія особистості
5108,51,8,Особистість як суб’єкт діяльності
5109,51,9,Психологія групи
5110,51,10,Спілкування та міжособистісні стосунки
5111,51,11,Масові соціально-психологічні явища
5201,52,1,Алгоритми та обчислення
5202,52,2,Аналіз алгоритмів
5203,52,3,Метод декомпозиції
5204,52,4,Рекурентні співвідношення
5205,52,5,Швидке сортування
5206,52,6,Сортування за лінійний час
5207,52,7,Піраміди
5208,52,8,Хеш-таблиці
5209,52,9,Бінарні дерева пошуку
5210,52,10,Додаткові структури даних
5211,52,11,Жадібні алгоритми
5212,52,12,Динамічне програмування
5213,52,13,Складність NP
5214,52,14,Задача SAT
5215,52,15,Гамільтонові цикли
5216,52,16,Клас задач PSPACE
5301,53,1,Визначення реляційної таблиці та обмежень первинного та зовнішнього ключів. Побудова реляційної схеми даних на основі моделі «сутність зв’язок».
5302,53,2,"Теоретико-множинні операції на реляційних таблицях, операції проекції, вибірки та прямого добутку таблиць."
5303,53,3,Загальна характеристика мови структурованих запитів SQL. Обробка SQL-запитів в СУБД. Програмні засоби доступу до СУБД.
5304,53,4,Мова визначення даних DDL SQL.
5305,53,5,Мова маніпулювання даними DML SQL.
5306,53,6,Формування складних запитів за допомогою DML SQL.
5307,53,7,"Основні синтаксичні конструкції мови PL/SQL. Засоби обробки даних на стороні СУБД. Тригери, збережені процедури."
5308,53,8,"Розподілене інформаційне середовище, синхронізація даних, реплікація даних, засоби мови SQL для формування запитів до розподіленої СУБД."
5309,53,9,"Архітектура «клієнт-сервер», «товсті» та «тонкі» клієнти, системи ODBC та JDBC, доступ до даних через Internet, сервис-орієнтована архітектура."
5401,54,1,Основи організації програмної інженерії
5402,54,2,Загальні відомості про інженерію вимог
5403,54,3,Визначення основних процесів інженерії вимог
5404,54,4,Інтерпретація вимог до програмного забезпечення
5405,54,5,Визначення та характеристика типів вимог до програмного забезпечення
5406,54,6,Рівні вимог до програмного забезпечення
5407,54,7,"Визначення потреб, цілей і вимог"
5408,54,8,Збір даних для формулювання вимог
5409,54,9,Основи створення специфікацій
5410,54,10,Текстові і графічні нотації та мови
5411,54,11,Методи написання високоякісних вимог. Стандарти документування
5412,54,12,"Інспекція, атестація, завершеність, виявлення конфліктів та невідповідностей"
5413,54,13,Аналіз взаємодії елементів функціональності
5414,54,14,Орієнтоване використання варіантів моделювання
5415,54,15,Методи аналізу
5416,54,16,Огляд та порівняльні характеристики типових систем
5417,54,17,Визначення і аналіз вимог до різних типів систем
5418,54,18,Принципи та методи управління вимогами до ПЗ
5419,54,19,Зміни вимог та інструментальна підтримка
5420,54,20,Узгодження вимог до ПЗ
5421,54,21,Основи управління ризиками при створенні ПЗ
5422,54,22,Проведення ітеграції аналізу вимог до розробки ПЗ
5423,54,23,Характеристика Agile – процесів.
5501,55,1,Категорійно-понятійний апарат з безпеки життєдіяльності. Таксономія небезпек.
5502,55,2,"Ризик, як кількісна оцінка небезпек. Застосування ризик-орієнтованого підходу для побудови імовірнісних структурно-логічних моделей виникнення та розвитку НС."
5503,55,3,"Природні небезпеки. Характер їхніх проявів та вплив на людей, тварин, рослини, об’єкти господарювання."
5504,55,4,Техногенні небезпеки та їхні наслідки.
5505,55,5,"Радіація. Наслідки її впливу на навколишнє середовище, життя та здоров’я людей."
5506,55,6,"Соціально-політичні небезпеки, їхні види та особливості. Соціальні та психологічні чинники ризику. Поведінкові реакції населення у НС."
5507,55,7,Правове забезпечення безпеки життєдіяльності на виробництві та у побуті.
5601,56,1,Описание и вызов функций в языке Лисп
5602,56,2,Описание простейших рекурсивных функций в языке Лисп. Методы разработки функциональных программ
5603,56,3,Локальные определения и функционалы Лисп
5604,56,4,Работа с динамическими базами данных Лисп
5605,56,5,Функциональное программирование F#
5606,56,6,Локальные определения и функционалы Closure
5607,56,7,Функциональное программирование Clojure
5608,56,8,Логическое программирование Prolog
5609,56,9,Prolog. Рекурсия
5610,56,10,Использование отсечения в Prolog
5611,56,11,Работа со списками в Prolog
5701,57,1,Предмет та значення логіки
5702,57,2,Історія логіки
5703,57,3,Закони логіки
5704,57,4,Поняття
5705,57,5,Судження
5706,57,6,"Безпосередні, умовні та розділові умовиводи"
5707,57,7,Простий категоричний силогізм.
5708,57,8,Складні умовиводи
5709,57,9,"Індукція, аналогія, гіпотеза."
5710,57,10,Доведення та спростування
5711,57,11,"Софізми, паралогізми та логічні парадокси"
5712,57,12,Принципи діалектичної логіки.
5801,58,1,Типи задач моделювання та оцінки продуктивності (складності) ПЗ
5802,58,2,Задачі моделювання ПЗ складних багатокомпонентних систем
5803,58,3,Оцінки часової складності за блок-схемами алгоритмів
5804,58,4,Оцінки інформаційної складності з врахуванням статистичних характеристик елементів кодів
5805,58,5,Оцінки необхідної пам’яті комп’ютера для розв’язання задач.
5806,58,6,Моделі імітаційного моделювання програмного забезпечення складних комп’ютерних систем
5807,58,7,Моделі масового обслуговування та їх використання
5808,58,8,Моделювання виконання ПЗ з використанням ПЛІС.
5809,58,9,Моделювання роботи ПЗ з обладнанням ПЛІС в системах реального часу.
5810,58,10,Особливості моделювання подій і часу в системах моделювання електронного обладнання.
5811,58,11,Поведінкове і структурне моделювання комп’ютерного обладнання на мовах Verilog HDL і VHDL
5812,58,12,"Моделювання поведінки обладнання схем з регістрами, вентилями і зв’язками"
5813,58,13,Імітація вхідних сигналів і даних для моделювання ПЗ.
5814,58,14,Накопичення та відображення результатів моделювання.
5815,58,15,Формування висновків з результатів всіх видів моделювання ПЗ.
5816,58,16,Шляхи доведення коректності і ефективності рішень на базі результатів моделювання ПЗ.
5901,59,1,Предмет та етапи розвитку економічної теорії
5902,59,2,Основи суспільного виробництва. Економічні системи
5903,59,3,Товар і гроші. Ринок як форма організації суспільного виробництва. Механізм ринкової системи
5904,59,4,Конкуренція та інфраструктура ринку
5905,59,5,Сутність підприємництва та його роль в економіці. Витрати виробництва та собівартість
5906,59,6,Результати діяльності підприємства
5907,59,7,Макроекономічні проблеми економічної теорії
5908,59,8,"Макроекономічна нестабільність. економічні цикли, безробіття та інфляція"
5909,59,9,Механізм макроекономічного регулювання
6001,60,1,Базові структури ПКС
6002,60,2,Організація пам’яті та зв’язків в ПКС
6003,60,3,Особливості програмування паралельних обчислень.
6004,60,4,Життєвий цикл розробки програм для паралельної системи
6005,60,5,Концепція необмежного паралелізму
6006,60,6,Ярусно-паралельна форма представлення паралельного алгоритму.
6007,60,7,Паралельні алгоритми рішення основних задач лінійної алгебри
6008,60,8,Концепція процесу
6009,60,9,Процеси в сучасних мовах і бібліотеках паралельного програмування
6010,60,10,Види комунікації процесів
6011,60,11,Моделі взаємодії процесів.
6012,60,12,Алгоритми Декера
6013,60,13,Мютекси
6014,60,14,Події
6015,60,15,Критичні секції
6016,60,16,Концепція моніторів
6017,60,17,Застосування моніторів
6018,60,18,Загальна концепція механізму повідомлень
6019,60,19,Особливості реалізації механізму повідомлень
6020,60,20,Сокети
6021,60,21,Віддалені процедури
